node_index,ct_code,population,area_km2,longitude,latitude
0,48453002110,4221,3.542310229378879,-97.67746447750058,30.274142589384592
1,48453002111,5642,6.7124852710616425,-97.68620208845144,30.257239631455793
2,48453002105,5090,1.9370847938926448,-97.70559153760738,30.314917255138905
3,48453002106,3087,1.6292815305024997,-97.69032341228403,30.306719648197795
4,48453002107,4988,3.057214372385167,-97.68286102044729,30.29566648972179
5,48453002109,4243,2.7967637559280685,-97.69057695825332,30.281508899810003
6,48453000204,3096,1.8229332628430408,-97.74446462587579,30.307163619004196
7,48453001740,5017,4.720183670460558,-97.85711137796599,30.1900428465302
8,48453001403,1803,0.8006278707165253,-97.73507027212354,30.239917400543902
9,48453002108,4082,3.2870774214186738,-97.66912644247971,30.29731037765011
10,48453001822,6800,1.7490854669246172,-97.696320783451,30.374190686970184
11,48453001845,3198,2.641082707548107,-97.69043586845139,30.392492858663804
12,48453000902,5581,3.0414290157753405,-97.71596973913418,30.25919222621484
13,48453001000,3533,2.337387919657844,-97.72570739667263,30.253054937063396
14,48453001100,7410,2.67718453343606,-97.74243551850978,30.266294345922613
15,48453001745,2263,3.4157864664357773,-97.73801376489186,30.424409358794048
16,48453001749,7250,4.257942812314493,-97.84426238019338,30.230371946008454
17,48453001751,2203,1.5327170046230103,-97.75775152994255,30.362873445888816
18,48453001752,3930,0.9363513848423616,-97.7498272572523,30.357614697159317
19,48453001753,1255,2.360141417990552,-97.73887133265966,30.3908068669444
20,48453001603,5236,2.559599488363697,-97.7564433872037,30.298428073126757
21,48453001605,3968,1.8941880680572452,-97.76057259660534,30.28677102265816
22,48453001606,16,0.5037738020928035,-97.7608291047096,30.305673166452237
23,48453001705,4918,5.341089229830645,-97.77402906476298,30.369716801738516
24,48453001706,3894,2.6591279923191045,-97.75548270637691,30.382542581881257
25,48453001707,5286,2.7952793279996957,-97.74634435294541,30.37278522435145
26,48453001712,4557,2.315779102157515,-97.7971955043932,30.22385319480102
27,48453001713,4490,2.5838103146084457,-97.80529869389187,30.21079225887965
28,48453001718,6245,3.519722612846507,-97.76102295144182,30.348314076919877
29,48453001716,7296,20.85270019465599,-97.80258538474038,30.393497138037063
30,48453001747,6090,2.3786890208763567,-97.82460029724129,30.18076363245948
31,48453001823,7254,2.461060994259876,-97.6869014409795,30.370092767109824
32,48453002307,5947,2.1205788102093663,-97.74096797277237,30.223101927518247
33,48453001908,9285,32.369112237445016,-97.88349929801613,30.27470943631043
34,48453001719,4159,5.170225400140176,-97.78093636004162,30.349645343675306
35,48453001722,3844,2.7554821398649585,-97.7531675427556,30.398923683383877
36,48453001728,7477,3.612900529022357,-97.81656086623263,30.195742285376923
37,48453001729,5075,3.152355586165909,-97.8293773742424,30.202750841201812
38,48453001754,5029,3.225841462582283,-97.73730150908453,30.40655731363375
39,48453001769,6988,8.986810915405101,-97.90127648241909,30.242666738070007
40,48453001804,6757,2.1941976659923514,-97.70732405444569,30.341938984517554
41,48453001805,4632,1.5207634507308498,-97.71032601293204,30.357195206116874
42,48453001806,7174,1.9324896269635083,-97.6977939111679,30.35350648262302
43,48453001811,3259,1.4444045376052117,-97.68499515417459,30.32617787107389
44,48453001812,7889,2.322138562665088,-97.69797167341396,30.329657042056287
45,48453001813,7466,3.543071874111475,-97.68751899897036,30.345134047682194
46,48453001817,4105,2.5070097020762296,-97.73466512521159,30.366639994333056
47,48453001818,6714,2.5775337586138005,-97.72220963425382,30.360208301217753
48,48453001820,7713,1.971507094412985,-97.7148275295593,30.371804607337065
49,48453001821,5594,2.66686743805822,-97.7086051706057,30.38098041594062
50,48453001824,2086,1.439759489790005,-97.6791969058755,30.385101407457526
51,48453001828,4273,2.358858986334635,-97.72372730178948,30.421581844529797
52,48453001843,2524,1.0970415794613275,-97.69998998369033,30.388543624934492
53,48453001200,5857,2.5136146021355423,-97.76012165970157,30.273724720035347
54,48453001303,5093,1.7401632129813336,-97.76365843483083,30.259307071004294
55,48453001304,4593,1.8279904827873927,-97.77343375931729,30.24840628386367
56,48453001305,5644,3.13999855241272,-97.75553553683366,30.25188883760179
57,48453001307,3726,1.793882107065331,-97.76865839774446,30.23622442652846
58,48453001401,3173,1.3778684782061863,-97.7460415375169,30.250075410884808
59,48453001829,2459,1.7075922172875304,-97.71282690966181,30.41640802760362
60,48453001832,3011,1.501402253817659,-97.66881961163864,30.38014792676112
61,48453001833,9645,3.2504257852724043,-97.6764974005136,30.36400389366781
62,48453001834,11691,15.647856265835348,-97.6605603012524,30.35027445562537
63,48453001835,6771,2.583284691227982,-97.6614862930107,30.386798745354934
64,48453001839,10172,8.211928130165878,-97.65891449032146,30.404740988138457
65,48453001844,4157,1.017741311564204,-97.7013613423678,30.395949698642447
66,48453001847,6932,3.060168004075678,-97.6902249955547,30.42825456621828
67,48453001848,5226,3.365366999361604,-97.68554308876573,30.417999905367267
68,48453001850,3782,1.740637482236441,-97.70178188210404,30.411914513206863
69,48453000102,2580,5.644191224510245,-97.7672260769399,30.32598076981455
70,48453002005,5560,1.6385384491971786,-97.78015228184165,30.234834119209072
71,48453002104,3304,1.236623814080023,-97.69657397548113,30.31472688262453
72,48453000203,2334,1.2085174581782154,-97.73666615028439,30.312620330181762
73,48453000302,5235,2.0521626069139765,-97.7265034415058,30.30255905118046
74,48453000401,4229,2.182694136897755,-97.72505580867157,30.288248126612206
75,48453001503,4390,3.475142424725449,-97.71576870320041,30.32725638773068
76,48453001402,2514,1.3605438516109378,-97.74057099872807,30.243654314490165
77,48453001504,6833,2.6337632836809464,-97.72508603782927,30.34654395187156
