node_index,ct_code,population,area_km2,longitude,latitude
0,31109000700,2392,0.8417952142839091,-96.68818246132554,40.81972483115594
1,31109002702,5935,3.5593982019272805,-96.66113383226894,40.767416700706356
2,31109002800,5382,3.100547325995996,-96.69517748894759,40.7767224540288
3,31109003001,7741,5.10403487570323,-96.69475226933758,40.866733892627224
4,31109003202,3036,2.7748188742594677,-96.79261518060162,40.85620227961258
5,31109003601,1259,0.1942625793705309,-96.70384315019474,40.770016595352814
6,31109003605,3857,5.969508773310822,-96.7039906239355,40.76122238208473
7,31109003704,5302,2.637213602571824,-96.66946482610051,40.76021635071407
8,31109003706,6701,5.660847188439954,-96.62619636691696,40.77768702755443
9,31109003708,4238,2.6524404892070006,-96.67308717442641,40.74801828252324
10,31109003801,4830,2.6233485749145977,-96.61558964144788,40.79157982204801
11,31109003802,3148,2.61536094480826,-96.61557297292639,40.8061800690558
12,31109003002,3243,2.5768207554701656,-96.7068111823204,40.844533351729204
13,31109002300,5342,2.090056423391857,-96.68794741942612,40.79304054426712
14,31109001600,5699,2.572828374539569,-96.67284528824214,40.806499692816985
15,31109001700,4908,1.2633640350577748,-96.68947900459035,40.803188124904494
16,31109001800,1895,1.0427574590237636,-96.68894827792089,40.81178104130304
17,31109002100,2458,2.103457847713667,-96.71629719700925,40.80632835414967
18,31109002200,5580,3.5724224407424,-96.70992517058285,40.79217438184754
19,31109002701,3331,1.2961169318373695,-96.6538481389325,40.773404974120794
20,31109003003,4892,4.597289773971236,-96.6922266955908,40.844128547917585
21,31109003102,6435,8.545226463918421,-96.73839756111754,40.8640427618321
22,31109001102,3582,1.668905136670818,-96.61817021472791,40.831585702296046
23,31109001002,1741,0.9354618116855844,-96.64656321812764,40.817401167337536
24,31109003716,5284,2.538234558419076,-96.67284745767876,40.73355354386286
25,31109003714,4255,7.09544404997604,-96.62858779533637,40.737149643719434
26,31109002001,2518,0.5433156863868895,-96.69970145184797,40.80418805618891
27,31109003713,2873,3.265458790511296,-96.61801365285488,40.74876056385926
28,31109003301,4255,6.065180000090467,-96.73549747759118,40.82164474252323
29,31109003104,5532,3.618026966672704,-96.72953517316103,40.83992694016663
30,31109001101,4567,3.270121101175039,-96.61681072547316,40.84284811469338
31,31109003302,4606,12.968672763694345,-96.77797131400794,40.82346299705785
32,31109001003,3835,1.4406044775241629,-96.64312352079864,40.82446625540893
33,31109002002,2808,0.5561417425058065,-96.70556861057432,40.80420502081217
34,31109003402,6791,6.258884160341955,-96.7368611182979,40.79925354105228
35,31109002900,5232,27.83364247486013,-96.6494933582745,40.87475776077264
36,31109000600,6185,1.0679417415290235,-96.70069730225167,40.82081671237096
37,31109000800,3946,1.178923587550808,-96.67592864667591,40.8183421136543
38,31109000900,3392,3.865121761081465,-96.66280766110303,40.82573678554954
39,31109001200,6186,4.103034563885365,-96.621373531803,40.82015559436986
40,31109002400,3207,2.291879551903416,-96.681409808355,40.78393017047998
41,31109983200,119,15.491372316142234,-96.76525961171744,40.8544376844533
42,31109002500,5275,3.2342526335627357,-96.6615580120852,40.783949415534785
43,31109001900,1694,0.8505788554728353,-96.70261049520394,40.81306457338134
44,31109003709,4957,2.588497772552187,-96.65389157481101,40.74806349230207
45,31109001301,3793,2.4667249395757533,-96.63427295981911,40.80598487538305
46,31109003500,17,0.7833088400227645,-96.73444123539551,40.781985957087095
47,31109001500,4468,2.8078902156900414,-96.6560501641866,40.79322872839332
48,31109001400,4941,2.726303837649944,-96.65328083021936,40.80640543560629
49,31109001302,2997,2.1768122906502176,-96.63403211357063,40.79271668788883
50,31109003707,8120,5.17829639131669,-96.62523939387422,40.76247904326528
51,31109000100,3202,6.178602920487993,-96.62310595005295,40.860136240478354
52,31109000201,4776,2.554975355925748,-96.63551201195477,40.84403586034672
53,31109000202,4293,1.416372850029795,-96.6488734022649,40.843244490578144
54,31109000300,3900,1.6693429013000467,-96.66108910644884,40.84187204586697
55,31109000400,5529,2.565478745631537,-96.6827119232666,40.82961358263362
56,31109000500,2405,2.1918841804976013,-96.71122074066125,40.82263889850805
57,31109003103,2770,2.009219205213187,-96.71643495693556,40.846000483794114
58,31109003607,4685,2.1875197470807906,-96.69170048861542,40.73273076807561
59,31109003715,2426,2.5945752576031027,-96.65388985590504,40.733577739184916
60,31109003609,2500,2.988839213526259,-96.69221988662002,40.74722333624419
61,31109001001,2938,1.586781571897485,-96.64206771285203,40.83162475565976
